Document ID,consent,group,initial_answers,initial_quiz_time,initial_selected_options,retry_answers,retry_quiz_time,retry_selected_options,subgroup,user_id,participantID,age,education,gender,income,initial_list,1Q1,1Q2,1Q3,1Q4,1Q5,1Q6,1Q7,retry_list,2Q1,2Q2,2Q3,2Q4,2Q5,2Q6,2Q7,1Q_acc,2Q_acc
KZ-E5WY-Q2NU,FALSE,5,"[false, true, true, false, false, false, true]",51,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[false, false, false, false, false, false, false]",7,"[""All of the above"", ""By clearing their internet browser history"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""Only if the child wins a prize"", ""No, only anonymized data will be used to train AI models.""]","""B""","""KZ-E5WY-Q2NU""",pf75b6ba3,35,,"""female""","""$25,000 to $39,999""","[False, True, True, False, False, False, True]",0,1,1,0,0,0,1,"[False, False, False, False, False, False, False]",0,0,0,0,0,0,0,0.428571429,0
KZ-8Q3X-T7JB,TRUE,5,"[true, true, true, true, true, true, false]",378,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, only anonymized data will be used to train AI models.""]",[],0,[],"""B""","""KZ-8Q3X-T7JB""",pcb0dbdb6,36,,"""female""","""$150,000 to $199,999""","[True, True, True, True, True, True, False]",1,1,1,1,1,1,0,[],,,,,,,,0.857142857,
KZ-JBYM-S66B,TRUE,5,"[false, true, true, true, false, true, false]",87,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, true, true, true, true, true, true]",58,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-JBYM-S66B""",pcd623ebc,41,,"""female""","""$200,000 or more""","[False, True, True, True, False, True, False]",0,1,1,1,0,1,0,"[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,0.571428571,1
KZ-P56X-8WKY,FALSE,5,"[false, false, true, false, true, true, false]",99,"[""Medical history"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, false, true, false, true, false, false]",85,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-P56X-8WKY""",pa8713dca,35,,"""male""","""$85,000 to $114,999""","[False, False, True, False, True, True, False]",0,0,1,0,1,1,0,"[True, False, True, False, True, False, False]",1,0,1,0,1,0,0,0.428571429,0.428571429
KZ-SX98-NJKG,FALSE,5,"[false, true, true, false, false, false, true]",20,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[false, true, true, false, false, true, false]",30,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-SX98-NJKG""",pa9e63d60,36,,"""female""","""$25,000 to $39,999""","[False, True, True, False, False, False, True]",0,1,1,0,0,0,1,"[False, True, True, False, False, True, False]",0,1,1,0,0,1,0,0.428571429,0.428571429
KZ-XSFL-AEK6,FALSE,5,"[false, true, true, false, false, true, false]",69,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[false, true, false, false, false, true, false]",61,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""No, none of my childâ€™s data will be used to train AI models.""]","""A""","""KZ-XSFL-AEK6""",pdc58790c,27,,"""male""","""$40,000 to $59,999""","[False, True, True, False, False, True, False]",0,1,1,0,0,1,0,"[False, True, False, False, False, True, False]",0,1,0,0,0,1,0,0.428571429,0.285714286
KZ-NCQL-SWG8,TRUE,5,"[false, true, true, true, true, true, false]",87,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[false, true, true, true, true, true, true]",37,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-NCQL-SWG8""",pb35b30cc,32,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""Less than $9,999""","[False, True, True, True, True, True, False]",0,1,1,1,1,1,0,"[False, True, True, True, True, True, True]",0,1,1,1,1,1,1,0.714285714,0.857142857
KZ-GFNS-YMTJ,FALSE,5,"[false, true, true, false, true, false, false]",118,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","[false, true, true, false, true, true, true]",121,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-GFNS-YMTJ""",pc7d1cd85,42,,"""male""","""$85,000 to $114,999""","[False, True, True, False, True, False, False]",0,1,1,0,1,0,0,"[False, True, True, False, True, True, True]",0,1,1,0,1,1,1,0.428571429,0.714285714
KZ-FY8D-EWGB,FALSE,5,"[false, true, true, false, false, false, false]",73,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, true, true, true, false, true, false]",57,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-FY8D-EWGB""",pc339b84a,35,,"""female""","""$40,000 to $59,999""","[False, True, True, False, False, False, False]",0,1,1,0,0,0,0,"[True, True, True, True, False, True, False]",1,1,1,1,0,1,0,0.285714286,0.714285714
KZ-VEC8-S5YP,FALSE,5,"[true, true, true, true, false, false, false]",65,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","[true, false, true, true, true, false, false]",44,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-VEC8-S5YP""",pb8361858,40,,"""female""","""$150,000 to $199,999""","[True, True, True, True, False, False, False]",1,1,1,1,0,0,0,"[True, False, True, True, True, False, False]",1,0,1,1,1,0,0,0.571428571,0.571428571
